Sentence,Sentiment
$ZOM - Zomedica readies equity offering; shares down 12% after hours https://t.co/NUoOoRsvkA,negative
SoftBank Said to Go Ahead With WeWork Stock Tender Offer:Reuters https://t.co/ai9OYBibdD,neutral
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive
NE not bad at all.,positive
"Green Weekly & Monthly Triangle on ISIS,....pdating",negative
"?? This electric car can reach 60 mph in 1.69 seconds, making it the fastest accelerating car in the world https://t.co/fkwMspRy1H",neutral
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral
"Again , the most significant sales increase of 18.6 % was in Russia .",positive
Here's Why NN (NASDAQ:NNBR) Is Weighed Down By Its Debt Load,negative
Global Automotive Tensioner Market 2019-2023 | Growing Adoption of Start-Stop System to Boost Growth | Technavio https://t.co/xST0VP6IgS,neutral
Futures dip from all-time highs,negative
COH close above 60 is extremely bullish. Watch it.,positive
Oil lower but trims early loss as report on China trade talks sparks fresh hope https://t.co/t6v2CMBAze,positive
ooks like the intermediate bullish trend has been broken in SNTA - been safe money for months now,negative
#13for2013 - 8 of the 13 stocks are up double digits & one is up 8% w 9% dividend NKD INVN DDD FT MOV SCA KOS DNKN SCCO,positive
Mainland Chinese investors have been buying Hong Kong-listed technology and bank stocks. The latter bet looks hardeÃ¢â¬Â¦ https://t.co/Wo6JblQNvH,negative
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral
"$LMNX (+10.8% pre) Luminex Corporation Pre-Release of 1st Quarter Revenue - P&T

https://t.co/pKKqm9kU8k",positive
External Commercial Borrowings More Than Doubles At $50 Billion In Two Years,neutral
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,positive
"If You Had Bought Manhattan Bridge Capital (NASDAQ:LOAN) Stock Five Years Ago, You Could Pocket A 118% Gain Today",neutral
Deliveries by Outotec will take place over 30 months .,neutral
"EMERGING MARKETS-Stocks, currencies edge up on hopes of U.S.-China trade pact",positive
"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .",neutral
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",neutral
"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",positive
S&P 500 Price Forecast  Stock Markets Confused By Trade Deal,negative
CRH's concrete bid for Holcim Lafarge assets,positive
Mid-Afternoon Market Update: Dow Tumbles More Than 500 Points; World Wrestling Entertainment Shares Plummet,negative
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",neutral
"Loss of Trust Led to Thiam's Exit, Credit Suisse Says",neutral
"News On The Move: 11 dead after winter storm, 2 hackers found guilty over illegal streaming, House to vote on spending deal",neutral
"Mahathir Shows No Sign of Handover of Power, Choice of Successor",neutral
"Nike to record $425 mln charge as it transitions brand business in Brazil, Argentina, Chile, Uruguay to distributor partnerships",negative
Major Resistances Are Broken  Time To Go Up,positive
going to full position in M,positive
"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",neutral
Oil Search : 2019 Full Year Results Presentation #OilSearch #Stock #MarketScreener https://t.co/friR5SIC8P https://t.co/vi3yDT5Syf,neutral
Royal Caribbean's stock falls after CFRA swings to bearish on 'more dire' coronavirus assessment,negative
"Famur S A : TDJ Equity I Sp. z o.o. takes up controlling stake in Famur Famak S.A., subsid... #FamurSA #Stock https://t.co/thTiJRRSIB",neutral
Tesla just unveiled its first electric pickup: The Cybertruck. The truck boasts 300 miles of range and will come wi https://t.co/uuFv0hiumU,neutral
FAVED... user: AAP It must be close to the bottom because I'm making money on the short side.,positive
"British Airways In Talks With Union To Suspend Around 32,000 Staff: Report
https://t.co/DJyN10xAmM",negative
"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",neutral
"ssys on Nov. 13 report Piper Jaffray put new price target in report at 76, Dougherty in December's report put tgt at 67",negative
easy look at last 3 yrs annual income data:,positive
The announced restructuring will significantly decrease the Company 's indebtedness .,positive
"NMC Health, Finablr rally as billionaire shareholder reviews holdings https://t.co/jS1OPK28Id",positive
The number of magazine and newspaper readers remained unchanged .,neutral
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,neutral
AstraZeneca sells US drug rights to Perrigo for $380 mln,positive
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",positive
Uber's license will not be renewed in London over safety concerns https://t.co/n6NCmvWaGt,negative
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",neutral
"Green Weekly Triangle on HEO,.....Third Scaling and Closed",negative
New York Times board raises quarterly dividend to 6 cents a share vs. 5 cents,positive
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral
"Leafly Jobs Report: Cannabis is the fastest-growing American industry, surpassing 240,000 jobs",positive
WNC consistent pattern of new highs and sell offs - next one looks like the selloff,negative
@here $BORR entry was 1.43 will add more and average up. pullback to 1.48-1.50 add for handle @here break above 1.6 https://t.co/QtcXY6142B,positive
U.S. Productivity Rose Less Than Forecast in Fourth Quarter,negative
AAP will top out in April when Aston Kutcher stars in 'jOBS'.  Kinda like how Facebook did when 'Social Network' came out. FB,negative
"Nvidia $NVDA said it sees fourth-quarter revenue in the region of $2.95 billion, with a margin for error of 2% https://t.co/kK5Cme1Lm6",neutral
"NFX Mar 205C (Mar 8th expiry), TOS shows it firing at the bid (1.50 x 1.53), but sorry folks, BOT!",positive
The Strange Thing About Trumps Anti-Semitism Order,neutral
Western Union selects AWS as preferred cloud,neutral
"THO will enter on confirmation tomorrow, looking great (no pos, yet)",positive
AAP ready...460 c 5.05,positive
"Dow up 110 points, 0.4%, at open",positive
Popeyes Sandwich Demand Fuels Profit Beat at Burger King Owner,positive
Calm before the storm: the U.S. housing market was set for a strong year before the coronavirus pandemic https://t.co/2q3JRWc0dR,negative
PPHM  ike I said Jump off the Ship My feet are Wet...,negative
"Two New ongs For Monday: Cerner CEN, and Packaging Corp PKG -",positive
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",neutral
"Sensex Opens 1,564 Points Lower, Nifty Starts Day At 9,108 
https://t.co/I4qQQaYStv",negative
"DDS on short radar again, will try if it cant hold 80",negative
"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",neutral
DV Pulling back to breakout point. Needs to hold the 2 area. Strong Bullish trend still intact.,positive
Singapore Government Again Uses Fake News Law on Opposition,neutral
eaders acting well. V new highs.  continues highers despite the market.,positive
"user: BT Cortos en Peabody Energy si cae bajo 25,40. Stop loss 25,76.",negative
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral
BAE Systems U.S. gets a new CEO in April,neutral
Buttigieg Faces Tough Battle to Repeat Iowa Feat in Later States,neutral
BAC daily triple bottom? ;) Bullish unless loses support (then short it),positive
OVTI maybe today is the day for a breakout over 16.,positive
"$GLD $IAU $PHYS - Gold creeps towards $1,600 as market jitters rise https://t.co/2pJU2fk8cl",positive
DOWN UNDER TRUCKING: Australia's Unfinished Trucking Reforms,neutral
S&P 500 and Down down 0.1%,negative
V might still get a flush to 152 but longer-term this is solid,positive
GIS - this is what all the others will do - first red bar major short!!! target 40 test,negative
Wholesale trade underwhelm in December,negative
Ericsson withdraws from MWC on coronavirus worries,neutral
$WERN - Werner Enterprises (WERN) Presents At 2019 Stephens Nashville Investment Conference - Slideshow. Get more u https://t.co/QIHwSaT3Wn,neutral
YHOO 5 min - looking for a nice smooth 20/50MA 1 setup Monday for a ong. Scalp and 2.15% short.,positive
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,positive
BTIG expects Domino's to boost buybacks,positive
Dollar Hits 1-Week Low as Trade Developments Awaited,negative
"ed Weekly Triangle on HEK,...Net Profit  4,539.00 (10.84%)",negative
"user TSO Don't be fooled by one day moves esp. after a large drop, the trend and my stop says I'm still good.",negative
Bot AAP puts as this is a dead cat bounce. Free fall will continue into Friday.,negative
"Vaping is taking us backward, CVS Health CEO Larry Merlo says. Something has to be done. https://t.co/CwxbCtXvWW https://t.co/NBv10IejXx",negative
NSPH Our software initiated a purchase at 2.03/share.  We are looking for a quick 7-8% #swingtrade on this #stock.,positive
SWY - 30% of float short and breaking out - ouch,positive
The company will build altogether 130 new substations by the end of this year .,neutral
Be Sure To Check Out Atrion Corporation (NASDAQ:ATRI) Before It Goes Ex-Dividend,neutral
Saudi Arabia and others in OPEC are working to convince oil producers there will be little space left to store thei https://t.co/bJytfI2ytW,neutral
"Having spent years in the real estate industry, this investor has some advice for first-time homebuyers: Spend plen https://t.co/Vou2z6v91Z",neutral
time to get out of the #cloud stocks VMW CM,negative
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",neutral
AAP I shorted after E and Win but now it's OVEEACTING Stock will be around 475-85 By EOD Tomorrow !,positive
$DAO $EGAN $ACMR - Youdao and eGain among Tech gainers; Technical Communications and Digital Ally among losers https://t.co/eBzkKPrBGg,neutral
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive
